Test,Unit,SourceYear,n_obs
"Carbon, Organic, Dissolved as C :- {DOC}",mg/l,2007,54
"Carbon, Organic, Dissolved as C :- {DOC}",mg/l,2008,13
"Carbon, Organic, Dissolved as C :- {DOC}",mg/l,2009,2
"Carbon, Organic, Dissolved as C :- {DOC}",mg/l,2010,117
"Carbon, Organic, Dissolved as C :- {DOC}",mg/l,2011,21
"Carbon, Organic, Dissolved as C :- {DOC}",mg/l,2013,1
"Carbon, Organic, Dissolved as C :- {DOC}",mg/l,2015,35
"Carbon, Organic, Dissolved as C :- {DOC}",mg/l,2016,3
"Carbon, Organic, Dissolved as C :- {DOC}",mg/l,2021,1
"Carbon, Organic, Dissolved as C :- {DOC}",mg/l,2025,63
"Carbon, Organic, Total as C :- {TOC}",mg/l,2000,24
"Carbon, Organic, Total as C :- {TOC}",mg/l,2001,24
"Carbon, Organic, Total as C :- {TOC}",mg/l,2002,37
"Carbon, Organic, Total as C :- {TOC}",mg/l,2003,49
"Carbon, Organic, Total as C :- {TOC}",mg/l,2004,41
"Carbon, Organic, Total as C :- {TOC}",mg/l,2005,15
Carbophenothion,mg/l,2000,190
Carbophenothion,mg/l,2001,189
Carbophenothion,mg/l,2002,264
Carbophenothion,mg/l,2003,251
Carbophenothion,mg/l,2004,259
Carbophenothion,mg/l,2005,243
Carbophenothion,mg/l,2006,191
Carbophenothion,mg/l,2007,149
Carbophenothion,mg/l,2008,88
Carbophenothion,mg/l,2009,37
Carbophenothion,mg/l,2012,2
Carbophenothion,mg/l,2013,6
Carbophenothion,mg/l,2014,30
Chemical Oxygen Demand :- {COD},mg/l,2000,5762
Chemical Oxygen Demand :- {COD},mg/l,2001,14584
Chemical Oxygen Demand :- {COD},mg/l,2002,17952
Chemical Oxygen Demand :- {COD},mg/l,2003,18056
Chemical Oxygen Demand :- {COD},mg/l,2004,21174
Chemical Oxygen Demand :- {COD},mg/l,2005,19945
Chemical Oxygen Demand :- {COD},mg/l,2006,23131
Chemical Oxygen Demand :- {COD},mg/l,2007,16162
Chemical Oxygen Demand :- {COD},mg/l,2008,16493
Chemical Oxygen Demand :- {COD},mg/l,2009,16038
Chemical Oxygen Demand :- {COD},mg/l,2010,15578
Chemical Oxygen Demand :- {COD},mg/l,2011,15551
Chemical Oxygen Demand :- {COD},mg/l,2012,15401
Chemical Oxygen Demand :- {COD},mg/l,2013,15311
Chemical Oxygen Demand :- {COD},mg/l,2014,15322
Chemical Oxygen Demand :- {COD},mg/l,2015,15230
Chemical Oxygen Demand :- {COD},mg/l,2016,16023
Chemical Oxygen Demand :- {COD},mg/l,2017,17205
Chemical Oxygen Demand :- {COD},mg/l,2018,17292
Chemical Oxygen Demand :- {COD},mg/l,2019,15783
Chemical Oxygen Demand :- {COD},mg/l,2020,15389
Chemical Oxygen Demand :- {COD},mg/l,2021,15494
Chemical Oxygen Demand :- {COD},mg/l,2022,15717
Chemical Oxygen Demand :- {COD},mg/l,2023,15613
Chemical Oxygen Demand :- {COD},mg/l,2024,15677
Chemical Oxygen Demand :- {COD},mg/l,2025,10783
Chlorfenvinphos,mg/l,2000,279
Chlorfenvinphos,mg/l,2001,306
Chlorfenvinphos,mg/l,2002,381
Chlorfenvinphos,mg/l,2003,396
Chlorfenvinphos,mg/l,2004,384
Chlorfenvinphos,mg/l,2005,343
Chlorfenvinphos,mg/l,2006,206
Chlorfenvinphos,mg/l,2007,170
Chlorfenvinphos,mg/l,2008,103
Chlorfenvinphos,mg/l,2009,54
Chlorfenvinphos,mg/l,2010,22
Chlorfenvinphos,mg/l,2011,21
Chlorfenvinphos,mg/l,2012,26
Chlorfenvinphos,mg/l,2013,30
Chlorfenvinphos,mg/l,2014,53
Chlorfenvinphos,mg/l,2015,24
Chlorfenvinphos,mg/l,2016,26
Chlorfenvinphos,mg/l,2017,28
Chlorfenvinphos,mg/l,2018,24
Chlorfenvinphos,mg/l,2019,23
Chlorfenvinphos,mg/l,2020,23
Chlorfenvinphos,mg/l,2021,24
Chlorfenvinphos,mg/l,2022,24
Chlorfenvinphos,mg/l,2023,24
Chlorfenvinphos,mg/l,2024,25
Chlorfenvinphos,mg/l,2025,16
Chloride,mg/l,2000,19025
Chloride,mg/l,2001,28237
Chloride,mg/l,2002,33285
Chloride,mg/l,2003,32347
Chloride,mg/l,2004,32896
Chloride,mg/l,2005,32931
Chloride,mg/l,2006,28809
Chloride,mg/l,2007,26952
Chloride,mg/l,2008,20769
Chloride,mg/l,2009,6628
Chloride,mg/l,2010,2266
Chloride,mg/l,2011,2503
Chloride,mg/l,2012,2766
Chloride,mg/l,2013,2319
Chloride,mg/l,2014,1707
Chloride,mg/l,2015,1362
Chloride,mg/l,2016,1230
Chloride,mg/l,2017,1131
Chloride,mg/l,2018,1216
Chloride,mg/l,2019,1247
Chloride,mg/l,2020,905
Chloride,mg/l,2021,1064
Chloride,mg/l,2022,1248
Chloride,mg/l,2023,988
Chloride,mg/l,2024,922
Chloride,mg/l,2025,741
Chlorine : Total : In Situ as Cl2,mg/l,2002,10
Chlorine : Total : In Situ as Cl2,mg/l,2003,10
Chlorine : Total : In Situ as Cl2,mg/l,2004,10
Chlorine : Total : In Situ as Cl2,mg/l,2005,15
Chlorine : Total : In Situ as Cl2,mg/l,2006,24
Chlorine : Total : In Situ as Cl2,mg/l,2007,22
Chlorine : Total : In Situ as Cl2,mg/l,2008,18
Chlorine : Total : In Situ as Cl2,mg/l,2009,3
Chlorine : Total : In Situ as Cl2,mg/l,2010,10
Chlorine : Total Available,mg/l,2000,4
Chlorine : Total Available,mg/l,2001,4
Chlorine : Total Available,mg/l,2002,13
Chlorine : Total Available,mg/l,2003,11
Chlorine : Total Available,mg/l,2004,16
Chlorine : Total Available,mg/l,2005,13
Chlorine : Total Available,mg/l,2006,19
Chlorine : Total Available,mg/l,2007,12
Chlorine : Total Available,mg/l,2008,11
Chlorine : Total Available,mg/l,2009,1
Chlorine : Total Available,mg/l,2010,60
Chlorine : Total Available,mg/l,2011,101
Chlorine : Total Available,mg/l,2012,45
Chlorine : Total Available,mg/l,2013,45
Chlorine : Total Available,mg/l,2014,52
Chlorine : Total Available,mg/l,2015,71
Chlorine : Total Available,mg/l,2016,96
Chlorine : Total Available,mg/l,2017,66
Chlorine : Total Available,mg/l,2018,82
Chlorine : Total Available,mg/l,2019,105
Chlorine : Total Available,mg/l,2020,104
Chlorine : Total Available,mg/l,2021,105
Chlorine : Total Available,mg/l,2022,102
Chlorine : Total Available,mg/l,2023,98
Chlorine : Total Available,mg/l,2024,107
Chlorine : Total Available,mg/l,2025,63
Chlorine Free as Cl2,mg/l,2000,10
Chlorine Free as Cl2,mg/l,2001,57
Chlorine Free as Cl2,mg/l,2002,95
Chlorine Free as Cl2,mg/l,2003,69
Chlorine Free as Cl2,mg/l,2004,53
Chlorine Free as Cl2,mg/l,2005,24
Chlorine Free as Cl2,mg/l,2006,16
Chlorine Free as Cl2,mg/l,2007,14
Chlorine Free as Cl2,mg/l,2008,19
Chlorine Free as Cl2,mg/l,2009,15
Chlorine Free as Cl2,mg/l,2010,59
Chlorine Free as Cl2,mg/l,2011,127
Chlorine Free as Cl2,mg/l,2012,83
Chlorine Free as Cl2,mg/l,2013,58
Chlorine Free as Cl2,mg/l,2014,45
Chlorine Free as Cl2,mg/l,2015,92
Chlorine Free as Cl2,mg/l,2016,389
Chlorine Free as Cl2,mg/l,2017,342
Chlorine Free as Cl2,mg/l,2018,65
Chlorine Free as Cl2,mg/l,2019,47
Chlorine Free as Cl2,mg/l,2020,118
Chlorine Free as Cl2,mg/l,2021,55
Chlorine Free as Cl2,mg/l,2022,51
Chlorine Free as Cl2,mg/l,2023,28
Chlorine Free as Cl2,mg/l,2024,29
Chlorine Free as Cl2,mg/l,2025,21
Chlorobenzene,mg/l,2000,219
Chlorobenzene,mg/l,2001,192
Chlorobenzene,mg/l,2002,226
Chlorobenzene,mg/l,2003,227
Chlorobenzene,mg/l,2004,141
Chlorobenzene,mg/l,2005,99
Chlorobenzene,mg/l,2006,46
Chlorobenzene,mg/l,2007,31
Chlorobenzene,mg/l,2008,18
Chlorobenzene,mg/l,2009,18
Chlorobenzene,mg/l,2010,1
Chlorobenzene,mg/l,2012,1
Chlorobenzene,mg/l,2013,7
Chlorobenzene,mg/l,2014,30
Chlorodibromomethane,mg/l,2000,64
Chlorodibromomethane,mg/l,2001,65
Chlorodibromomethane,mg/l,2002,90
Chlorodibromomethane,mg/l,2003,77
Chlorodibromomethane,mg/l,2004,38
Chlorodibromomethane,mg/l,2005,34
Chlorodibromomethane,mg/l,2006,71
Chlorodibromomethane,mg/l,2007,83
Chlorodibromomethane,mg/l,2008,42
Chlorodibromomethane,mg/l,2009,16
Chlorodibromomethane,mg/l,2010,1
Chlorodibromomethane,mg/l,2012,1
Chlorodibromomethane,mg/l,2013,7
Chlorodibromomethane,mg/l,2014,30
Chloroform :- {Trichloromethane},mg/l,2000,617
Chloroform :- {Trichloromethane},mg/l,2001,1303
Chloroform :- {Trichloromethane},mg/l,2002,1527
Chloroform :- {Trichloromethane},mg/l,2003,1537
Chloroform :- {Trichloromethane},mg/l,2004,1629
Chloroform :- {Trichloromethane},mg/l,2005,1551
Chloroform :- {Trichloromethane},mg/l,2006,1319
Chloroform :- {Trichloromethane},mg/l,2007,1264
Chloroform :- {Trichloromethane},mg/l,2008,1335
Chloroform :- {Trichloromethane},mg/l,2009,785
Chloroform :- {Trichloromethane},mg/l,2010,679
Chloroform :- {Trichloromethane},mg/l,2011,656
Chloroform :- {Trichloromethane},mg/l,2012,628
Chloroform :- {Trichloromethane},mg/l,2013,633
Chloroform :- {Trichloromethane},mg/l,2014,636
Chloroform :- {Trichloromethane},mg/l,2015,532
Chloroform :- {Trichloromethane},mg/l,2016,214
Chloroform :- {Trichloromethane},mg/l,2017,156
Chloroform :- {Trichloromethane},mg/l,2018,141
Chloroform :- {Trichloromethane},mg/l,2019,144
Chloroform :- {Trichloromethane},mg/l,2020,129
Chloroform :- {Trichloromethane},mg/l,2021,121
Chloroform :- {Trichloromethane},mg/l,2022,121
Chloroform :- {Trichloromethane},mg/l,2023,117
Chloroform :- {Trichloromethane},mg/l,2024,113
Chloroform :- {Trichloromethane},mg/l,2025,72
Chloronitrotoluene : Total Isomers,mg/l,2002,20
Chloronitrotoluene : Total Isomers,mg/l,2008,76
Chloronitrotoluene : Total Isomers,mg/l,2009,44
Chloronitrotoluene : Total Isomers,mg/l,2010,36
Chloronitrotoluene : Total Isomers,mg/l,2011,32
Chloronitrotoluene : Total Isomers,mg/l,2012,34
Chloronitrotoluene : Total Isomers,mg/l,2013,36
Chloronitrotoluene : Total Isomers,mg/l,2014,24
Chlorophyll : Acetone Extract,mg/l,2004,9
Chlorophyll : Acetone Extract,mg/l,2005,30
Chlorophyll : Acetone Extract,mg/l,2006,125
Chlorophyll : Acetone Extract,mg/l,2007,161
Chlorophyll : Acetone Extract,mg/l,2008,169
Chlorophyll : Acetone Extract,mg/l,2009,14
Chlorophyll : Acetone Extract,mg/l,2011,4
Chlorophyll : Acetone Extract,mg/l,2012,12
Chlorophyll a + b,mg/l,2000,23
Chlorophyll a + b,mg/l,2001,16
Chlorophyll a + b,mg/l,2002,34
Chlorophyll a + b,mg/l,2003,32
Chlorophyll a + b,mg/l,2004,22
Chlorophyll a + b,mg/l,2005,1
Chlorotoluene : Total Isomers (2- 3- 4-),mg/l,2000,178
Chlorotoluene : Total Isomers (2- 3- 4-),mg/l,2001,164
Chlorotoluene : Total Isomers (2- 3- 4-),mg/l,2002,184
Chlorotoluene : Total Isomers (2- 3- 4-),mg/l,2003,181
Chlorotoluene : Total Isomers (2- 3- 4-),mg/l,2004,95
Chlorotoluene : Total Isomers (2- 3- 4-),mg/l,2005,58
Chlorotoluene : Total Isomers (2- 3- 4-),mg/l,2006,14
Chlorotoluene : Total Isomers (2- 3- 4-),mg/l,2007,15
Chlorotoluene : Total Isomers (2- 3- 4-),mg/l,2008,14
Chlorotoluene : Total Isomers (2- 3- 4-),mg/l,2009,5
Chlorotoluron,mg/l,2000,26
Chlorotoluron,mg/l,2001,26
Chlorotoluron,mg/l,2002,37
Chlorotoluron,mg/l,2003,49
Chlorotoluron,mg/l,2004,25
Chlorotoluron,mg/l,2005,20
Chlorotoluron,mg/l,2006,7
Chlorotoluron,mg/l,2013,6
Chlorotoluron,mg/l,2014,29
Chlorpropham,mg/l,2000,11
Chlorpropham,mg/l,2001,10
Chlorpropham,mg/l,2002,12
Chlorpropham,mg/l,2003,14
Chlorpropham,mg/l,2004,14
Chlorpropham,mg/l,2005,12
Chlorpropham,mg/l,2006,12
Chlorpropham,mg/l,2007,11
Chlorpropham,mg/l,2008,5
Chlorpropham,mg/l,2009,9
Chlorpropham,mg/l,2012,2
Chlorpropham,mg/l,2013,6
Chlorpropham,mg/l,2014,30
Chlorpropham,mg/l,2017,2
Chlorpyrifos-ethyl,mg/l,2003,28
Chlorpyrifos-ethyl,mg/l,2006,30
Chlorpyrifos-ethyl,mg/l,2007,1
Chlorpyrifos-ethyl,mg/l,2009,11
Chlorpyrifos-ethyl,mg/l,2012,2
Chlorpyrifos-ethyl,mg/l,2013,6
Chlorpyrifos-ethyl,mg/l,2014,30
Chromium,mg/l,2000,5539
Chromium,mg/l,2001,8338
Chromium,mg/l,2002,9691
Chromium,mg/l,2003,8867
Chromium,mg/l,2004,8533
Chromium,mg/l,2005,7587
Chromium,mg/l,2006,6270
Chromium,mg/l,2007,5279
Chromium,mg/l,2008,4672
Chromium,mg/l,2009,1968
Chromium,mg/l,2010,1063
Chromium,mg/l,2011,931
Chromium,mg/l,2012,860
Chromium,mg/l,2013,872
Chromium,mg/l,2014,922
Chromium,mg/l,2015,877
Chromium,mg/l,2016,387
Chromium,mg/l,2017,360
Chromium,mg/l,2018,354
Chromium,mg/l,2019,337
Chromium,mg/l,2020,297
Chromium,mg/l,2021,316
Chromium,mg/l,2022,322
Chromium,mg/l,2023,332
Chromium,mg/l,2024,268
Chromium,mg/l,2025,173
Chromium Hexavalent,mg/l,2000,20
Chromium Hexavalent,mg/l,2001,18
Chromium Hexavalent,mg/l,2002,24
Chromium Hexavalent,mg/l,2003,23
Chromium Hexavalent,mg/l,2004,13
Chromium Hexavalent,mg/l,2005,6
Chromium Hexavalent,mg/l,2014,3
Chromium Hexavalent,mg/l,2015,1
"Chromium, Dissolved",mg/l,2000,389
"Chromium, Dissolved",mg/l,2001,507
"Chromium, Dissolved",mg/l,2002,596
"Chromium, Dissolved",mg/l,2003,602
"Chromium, Dissolved",mg/l,2004,520
"Chromium, Dissolved",mg/l,2005,481
"Chromium, Dissolved",mg/l,2006,414
"Chromium, Dissolved",mg/l,2007,189
"Chromium, Dissolved",mg/l,2008,110
"Chromium, Dissolved",mg/l,2009,57
"Chromium, Dissolved",mg/l,2010,40
"Chromium, Dissolved",mg/l,2011,39
"Chromium, Dissolved",mg/l,2012,38
"Chromium, Dissolved",mg/l,2013,46
"Chromium, Dissolved",mg/l,2014,56
"Chromium, Dissolved",mg/l,2015,41
"Chromium, Dissolved",mg/l,2016,9
"Chromium, Dissolved",mg/l,2017,13
"Chromium, Dissolved",mg/l,2018,13
"Chromium, Dissolved",mg/l,2019,12
"Chromium, Dissolved",mg/l,2020,12
"Chromium, Dissolved",mg/l,2021,13
"Chromium, Dissolved",mg/l,2022,12
"Chromium, Dissolved",mg/l,2023,12
"Chromium, Dissolved",mg/l,2024,12
"Chromium, Dissolved",mg/l,2025,3
Chrysene,mg/l,2000,31
Chrysene,mg/l,2001,20
Chrysene,mg/l,2002,35
Chrysene,mg/l,2003,30
Chrysene,mg/l,2004,30
Chrysene,mg/l,2005,31
Chrysene,mg/l,2006,29
Chrysene,mg/l,2007,1
Chrysene,mg/l,2009,5
Chrysene,mg/l,2013,6
Chrysene,mg/l,2014,30
Chrysene,mg/l,2019,1
Cobalt,mg/l,2000,49
Cobalt,mg/l,2001,97
Cobalt,mg/l,2002,144
Cobalt,mg/l,2003,155
Cobalt,mg/l,2004,153
Cobalt,mg/l,2005,153
Cobalt,mg/l,2006,134
Cobalt,mg/l,2007,150
Cobalt,mg/l,2008,162
Cobalt,mg/l,2009,53
Cobalt,mg/l,2010,12
Cobalt,mg/l,2011,12
Cobalt,mg/l,2012,12
Cobalt,mg/l,2013,13
Cobalt,mg/l,2014,12
Cobalt,mg/l,2015,12
Cobalt,mg/l,2016,12
Cobalt,mg/l,2017,12
Cobalt,mg/l,2018,12
Cobalt,mg/l,2019,12
Cobalt,mg/l,2020,12
Cobalt,mg/l,2021,12
Cobalt,mg/l,2022,12
Cobalt,mg/l,2023,12
Cobalt,mg/l,2024,12
Cobalt,mg/l,2025,8
"Cobalt, Dissolved",mg/l,2000,12
"Cobalt, Dissolved",mg/l,2001,19
"Cobalt, Dissolved",mg/l,2002,58
"Cobalt, Dissolved",mg/l,2003,60
"Cobalt, Dissolved",mg/l,2004,71
"Cobalt, Dissolved",mg/l,2005,68
"Cobalt, Dissolved",mg/l,2006,17
"Cobalt, Dissolved",mg/l,2007,12
"Cobalt, Dissolved",mg/l,2008,11
"Cobalt, Dissolved",mg/l,2009,3
"Coliforms, Faecal : Confirmed",no/100ml,2000,7
"Coliforms, Faecal : Confirmed",no/100ml,2001,57
"Coliforms, Faecal : Confirmed",no/100ml,2002,24
"Coliforms, Faecal : Confirmed",no/100ml,2003,17
"Coliforms, Faecal : Confirmed",no/100ml,2004,189
"Coliforms, Faecal : Confirmed",no/100ml,2005,41
"Coliforms, Faecal : Confirmed",no/100ml,2006,59
"Coliforms, Faecal : Confirmed",no/100ml,2007,40
"Coliforms, Faecal : Confirmed",no/100ml,2008,91
"Coliforms, Faecal : Confirmed",no/100ml,2009,120
"Coliforms, Faecal : Confirmed",no/100ml,2010,8
"Coliforms, Faecal : Confirmed",no/100ml,2011,27
"Coliforms, Faecal : Confirmed",no/100ml,2012,4
"Coliforms, Faecal : Confirmed",no/100ml,2013,145
"Coliforms, Faecal : Confirmed",no/100ml,2014,114
"Coliforms, Faecal : Confirmed",no/100ml,2015,103
"Coliforms, Faecal : Confirmed",no/100ml,2016,105
"Coliforms, Faecal : Confirmed",no/100ml,2017,98
"Coliforms, Faecal : Confirmed",no/100ml,2018,99
"Coliforms, Faecal : Confirmed",no/100ml,2019,95
"Coliforms, Faecal : Confirmed",no/100ml,2020,108
"Coliforms, Faecal : Confirmed",no/100ml,2021,84
"Coliforms, Faecal : Confirmed",no/100ml,2022,78
"Coliforms, Faecal : Confirmed",no/100ml,2023,72
"Coliforms, Faecal : Confirmed",no/100ml,2024,75
"Coliforms, Faecal : Confirmed",no/100ml,2025,31
"Coliforms, Faecal : Presumptive : MF",no/100ml,2000,35
"Coliforms, Faecal : Presumptive : MF",no/100ml,2001,242
"Coliforms, Faecal : Presumptive : MF",no/100ml,2002,602
"Coliforms, Faecal : Presumptive : MF",no/100ml,2003,247
"Coliforms, Faecal : Presumptive : MF",no/100ml,2004,303
"Coliforms, Faecal : Presumptive : MF",no/100ml,2005,293
"Coliforms, Faecal : Presumptive : MF",no/100ml,2006,155
"Coliforms, Faecal : Presumptive : MF",no/100ml,2007,192
"Coliforms, Faecal : Presumptive : MF",no/100ml,2008,186
"Coliforms, Faecal : Presumptive : MF",no/100ml,2009,184
"Coliforms, Faecal : Presumptive : MF",no/100ml,2010,55
"Coliforms, Faecal : Presumptive : MF",no/100ml,2011,101
"Coliforms, Faecal : Presumptive : MF",no/100ml,2012,19
"Coliforms, Faecal : Presumptive : MF",no/100ml,2013,4
"Coliforms, Faecal : Presumptive : MF",no/100ml,2014,1
"Coliforms, Total : Confirmed : MF",no/100ml,2001,44
"Coliforms, Total : Confirmed : MF",no/100ml,2002,13
"Coliforms, Total : Confirmed : MF",no/100ml,2003,5
"Coliforms, Total : Confirmed : MF",no/100ml,2004,170
"Coliforms, Total : Confirmed : MF",no/100ml,2005,30
"Coliforms, Total : Confirmed : MF",no/100ml,2006,48
"Coliforms, Total : Confirmed : MF",no/100ml,2007,28
"Coliforms, Total : Confirmed : MF",no/100ml,2008,31
"Coliforms, Total : Confirmed : MF",no/100ml,2009,26
"Coliforms, Total : Confirmed : MF",no/100ml,2010,5
"Coliforms, Total : Confirmed : MF",no/100ml,2011,8
"Coliforms, Total : Confirmed : MF",no/100ml,2012,1
"Coliforms, Total : Presumptive : MF",no/100ml,2000,23
"Coliforms, Total : Presumptive : MF",no/100ml,2001,276
"Coliforms, Total : Presumptive : MF",no/100ml,2002,653
"Coliforms, Total : Presumptive : MF",no/100ml,2003,776
"Coliforms, Total : Presumptive : MF",no/100ml,2004,994
"Coliforms, Total : Presumptive : MF",no/100ml,2005,960
"Coliforms, Total : Presumptive : MF",no/100ml,2006,651
"Coliforms, Total : Presumptive : MF",no/100ml,2007,156
"Coliforms, Total : Presumptive : MF",no/100ml,2008,107
"Coliforms, Total : Presumptive : MF",no/100ml,2009,88
"Coliforms, Total : Presumptive : MF",no/100ml,2010,101
"Coliforms, Total : Presumptive : MF",no/100ml,2011,132
"Coliforms, Total : Presumptive : MF",no/100ml,2012,69
"Coliforms, Total : Presumptive : MF",no/100ml,2013,57
"Coliforms, Total : Presumptive : MF",no/100ml,2014,54
"Coliforms, Total : Presumptive : MF",no/100ml,2015,53
"Coliforms, Total : Presumptive : MF",no/100ml,2016,56
"Coliforms, Total : Presumptive : MF",no/100ml,2017,62
"Coliforms, Total : Presumptive : MF",no/100ml,2018,54
"Coliforms, Total : Presumptive : MF",no/100ml,2019,57
"Coliforms, Total : Presumptive : MF",no/100ml,2020,48
"Coliforms, Total : Presumptive : MF",no/100ml,2021,51
"Coliforms, Total : Presumptive : MF",no/100ml,2022,24
"Coliforms, Total : Presumptive : MF : Analysis in 10 Hours",no/100ml,2001,93
"Coliforms, Total : Presumptive : MF : Analysis in 10 Hours",no/100ml,2002,11
"Colour, Filtered",hazen,2000,3
"Colour, Filtered",hazen,2001,14
"Colour, Filtered",hazen,2002,2
"Colour, Filtered",hazen,2003,9
"Colour, Filtered",hazen,2004,91
"Colour, Filtered",hazen,2005,73
"Colour, Filtered",hazen,2006,5
"Colour, Filtered",hazen,2007,1
"Colour, Filtered",hazen,2008,4
"Colour, Filtered",hazen,2009,12
"Colour, Filtered",hazen,2011,1
"Colour, Filtered",hazen,2016,1
Conductivity at 20 C,uS/cm,2000,101
Conductivity at 20 C,uS/cm,2001,4279
Conductivity at 20 C,uS/cm,2002,4831
Conductivity at 20 C,uS/cm,2003,5058
Conductivity at 20 C,uS/cm,2004,4862
Conductivity at 20 C,uS/cm,2005,4777
Conductivity at 20 C,uS/cm,2006,4362
Conductivity at 20 C,uS/cm,2007,1350
Conductivity at 20 C,uS/cm,2008,125
Conductivity at 20 C,uS/cm,2009,30
Conductivity at 20 C,uS/cm,2010,61
Conductivity at 20 C,uS/cm,2011,33
Conductivity at 20 C,uS/cm,2012,11
Conductivity at 20 C,uS/cm,2013,12
Conductivity at 20 C,uS/cm,2014,12
Conductivity at 20 C,uS/cm,2015,13
Conductivity at 20 C,uS/cm,2016,2
Conductivity at 20 C,uS/cm,2019,4
Conductivity at 20 C,uS/cm,2024,1
Conductivity at 20 C,uS/cm,2025,1
Conductivity at 25 C,uS/cm,2000,133
Conductivity at 25 C,uS/cm,2001,138
Conductivity at 25 C,uS/cm,2002,295
Conductivity at 25 C,uS/cm,2003,33
Conductivity at 25 C,uS/cm,2004,39
Conductivity at 25 C,uS/cm,2005,5
Conductivity at 25 C,uS/cm,2007,2999
Conductivity at 25 C,uS/cm,2008,5201
Conductivity at 25 C,uS/cm,2009,2353
Conductivity at 25 C,uS/cm,2010,972
Conductivity at 25 C,uS/cm,2011,1007
Conductivity at 25 C,uS/cm,2012,903
Conductivity at 25 C,uS/cm,2013,655
Conductivity at 25 C,uS/cm,2014,371
Conductivity at 25 C,uS/cm,2015,145
Conductivity at 25 C,uS/cm,2016,143
Conductivity at 25 C,uS/cm,2017,145
Conductivity at 25 C,uS/cm,2018,152
Conductivity at 25 C,uS/cm,2019,131
Conductivity at 25 C,uS/cm,2020,29
Conductivity at 25 C,uS/cm,2021,82
Conductivity at 25 C,uS/cm,2022,97
Conductivity at 25 C,uS/cm,2023,126
Conductivity at 25 C,uS/cm,2024,142
Conductivity at 25 C,uS/cm,2025,143
Copper,mg/l,2000,5803
Copper,mg/l,2001,8698
Copper,mg/l,2002,10124
Copper,mg/l,2003,9302
Copper,mg/l,2004,8684
Copper,mg/l,2005,8069
Copper,mg/l,2006,7218
Copper,mg/l,2007,6477
Copper,mg/l,2008,5945
Copper,mg/l,2009,3012
Copper,mg/l,2010,2120
Copper,mg/l,2011,1993
Copper,mg/l,2012,1902
Copper,mg/l,2013,1850
Copper,mg/l,2014,1875
Copper,mg/l,2015,1827
Copper,mg/l,2016,1210
Copper,mg/l,2017,1104
Copper,mg/l,2018,1063
Copper,mg/l,2019,1029
Copper,mg/l,2020,960
Copper,mg/l,2021,952
Copper,mg/l,2022,945
Copper,mg/l,2023,878
Copper,mg/l,2024,810
Copper,mg/l,2025,532
"Copper, Dissolved",mg/l,2000,603
"Copper, Dissolved",mg/l,2001,718
"Copper, Dissolved",mg/l,2002,810
"Copper, Dissolved",mg/l,2003,778
"Copper, Dissolved",mg/l,2004,690
"Copper, Dissolved",mg/l,2005,675
"Copper, Dissolved",mg/l,2006,559
"Copper, Dissolved",mg/l,2007,403
"Copper, Dissolved",mg/l,2008,245
"Copper, Dissolved",mg/l,2009,96
"Copper, Dissolved",mg/l,2010,40
"Copper, Dissolved",mg/l,2011,40
"Copper, Dissolved",mg/l,2012,40
"Copper, Dissolved",mg/l,2013,51
"Copper, Dissolved",mg/l,2014,56
"Copper, Dissolved",mg/l,2015,41
"Copper, Dissolved",mg/l,2016,10
"Copper, Dissolved",mg/l,2017,13
"Copper, Dissolved",mg/l,2018,13
"Copper, Dissolved",mg/l,2019,12
"Copper, Dissolved",mg/l,2020,12
"Copper, Dissolved",mg/l,2021,13
"Copper, Dissolved",mg/l,2022,12
"Copper, Dissolved",mg/l,2023,97
"Copper, Dissolved",mg/l,2024,96
"Copper, Dissolved",mg/l,2025,67
Coumaphos,mg/l,2000,166
Coumaphos,mg/l,2001,158
Coumaphos,mg/l,2002,217
Coumaphos,mg/l,2003,211
Coumaphos,mg/l,2004,230
Coumaphos,mg/l,2005,205
Coumaphos,mg/l,2006,163
Coumaphos,mg/l,2007,133
Coumaphos,mg/l,2008,70
Coumaphos,mg/l,2009,22
Coumaphos,mg/l,2012,2
Coumaphos,mg/l,2013,6
Coumaphos,mg/l,2014,30
Cyanide : Free as CN,mg/l,2000,172
Cyanide : Free as CN,mg/l,2001,189
Cyanide : Free as CN,mg/l,2002,307
Cyanide : Free as CN,mg/l,2003,308
Cyanide : Free as CN,mg/l,2004,401
Cyanide : Free as CN,mg/l,2005,341
Cyanide : Free as CN,mg/l,2006,296
Cyanide : Free as CN,mg/l,2007,202
Cyanide : Free as CN,mg/l,2008,193
Cyanide : Free as CN,mg/l,2009,68
Cyanide : Free as CN,mg/l,2010,51
Cyanide : Free as CN,mg/l,2011,24
Cyanide : Free as CN,mg/l,2012,31
Cyanide : Free as CN,mg/l,2013,38
Cyanide : Free as CN,mg/l,2014,63
Cyanide : Free as CN,mg/l,2015,32
Cyanide : Free as CN,mg/l,2016,21
Cyanide : Free as CN,mg/l,2017,17
Cyanide : Free as CN,mg/l,2018,24
Cyanide : Free as CN,mg/l,2019,15
Cyanide : Free as CN,mg/l,2020,13
Cyanide : Free as CN,mg/l,2021,15
Cyanide : Free as CN,mg/l,2022,24
Cyanide : Free as CN,mg/l,2023,18
Cyanide : Free as CN,mg/l,2024,21
Cyanide : Free as CN,mg/l,2025,5
Cyanide as CN,mg/l,2000,212
Cyanide as CN,mg/l,2001,383
