Test,Unit,SourceYear,n_obs
PCB - 118,mg/l,2005,377
PCB - 118,mg/l,2006,324
PCB - 118,mg/l,2007,326
PCB - 118,mg/l,2008,340
PCB - 118,mg/l,2009,224
PCB - 118,mg/l,2010,218
PCB - 118,mg/l,2011,227
PCB - 118,mg/l,2012,207
PCB - 118,mg/l,2013,240
PCB - 118,mg/l,2014,262
PCB - 118,mg/l,2015,215
PCB - 118,mg/l,2016,27
PCB - 118,mg/l,2017,2
PCB - 138,mg/l,2000,166
PCB - 138,mg/l,2001,401
PCB - 138,mg/l,2002,438
PCB - 138,mg/l,2003,424
PCB - 138,mg/l,2004,397
PCB - 138,mg/l,2005,377
PCB - 138,mg/l,2006,320
PCB - 138,mg/l,2007,326
PCB - 138,mg/l,2008,335
PCB - 138,mg/l,2009,224
PCB - 138,mg/l,2010,218
PCB - 138,mg/l,2011,227
PCB - 138,mg/l,2012,207
PCB - 138,mg/l,2013,240
PCB - 138,mg/l,2014,262
PCB - 138,mg/l,2015,215
PCB - 138,mg/l,2016,27
PCB - 138,mg/l,2017,2
PCB - 153,mg/l,2000,166
PCB - 153,mg/l,2001,392
PCB - 153,mg/l,2002,438
PCB - 153,mg/l,2003,424
PCB - 153,mg/l,2004,397
PCB - 153,mg/l,2005,377
PCB - 153,mg/l,2006,320
PCB - 153,mg/l,2007,326
PCB - 153,mg/l,2008,335
PCB - 153,mg/l,2009,224
PCB - 153,mg/l,2010,218
PCB - 153,mg/l,2011,227
PCB - 153,mg/l,2012,207
PCB - 153,mg/l,2013,240
PCB - 153,mg/l,2014,262
PCB - 153,mg/l,2015,215
PCB - 153,mg/l,2016,27
PCB - 153,mg/l,2017,2
PCB - 180,mg/l,2000,171
PCB - 180,mg/l,2001,395
PCB - 180,mg/l,2002,436
PCB - 180,mg/l,2003,423
PCB - 180,mg/l,2004,397
PCB - 180,mg/l,2005,374
PCB - 180,mg/l,2006,320
PCB - 180,mg/l,2007,322
PCB - 180,mg/l,2008,335
PCB - 180,mg/l,2009,220
PCB - 180,mg/l,2010,218
PCB - 180,mg/l,2011,227
PCB - 180,mg/l,2012,207
PCB - 180,mg/l,2013,240
PCB - 180,mg/l,2014,262
PCB - 180,mg/l,2015,215
PCB - 180,mg/l,2016,27
PCB - 180,mg/l,2017,2
PCB : Total,mg/l,2001,1
PCB : Total,mg/l,2004,1
PCB : Total,mg/l,2007,35
PCB : Total,mg/l,2008,94
PCB : Total,mg/l,2009,139
PCB : Total,mg/l,2010,131
PCB : Total,mg/l,2011,130
PCB : Total,mg/l,2012,110
PCB : Total,mg/l,2013,138
PCB : Total,mg/l,2014,141
PCB : Total,mg/l,2015,136
PCB : Total,mg/l,2016,18
"PCB : Total Congeners 28, 52, 101.118,138,153,180",mg/l,2000,71
"PCB : Total Congeners 28, 52, 101.118,138,153,180",mg/l,2001,88
"PCB : Total Congeners 28, 52, 101.118,138,153,180",mg/l,2002,78
"PCB : Total Congeners 28, 52, 101.118,138,153,180",mg/l,2003,51
"PCB : Total Congeners 28, 52, 101.118,138,153,180",mg/l,2004,37
"PCB : Total Congeners 28, 52, 101.118,138,153,180",mg/l,2005,34
"PCB : Total Congeners 28, 52, 101.118,138,153,180",mg/l,2006,36
"PCB : Total Congeners 28, 52, 101.118,138,153,180",mg/l,2007,33
"PCB : Total Congeners 28, 52, 101.118,138,153,180",mg/l,2008,5
"PCB : Total Congeners 28, 52, 101.118,138,153,180",mg/l,2009,2
"PCB : Total Congeners 28, 52, 101.118,138,153,180",mg/l,2010,63
"PCB : Total Congeners 28, 52, 101.118,138,153,180",mg/l,2011,73
"PCB : Total Congeners 28, 52, 101.118,138,153,180",mg/l,2012,71
"PCB : Total Congeners 28, 52, 101.118,138,153,180",mg/l,2013,72
"PCB : Total Congeners 28, 52, 101.118,138,153,180",mg/l,2014,65
"PCB : Total Congeners 28, 52, 101.118,138,153,180",mg/l,2015,59
"PCB : Total Congeners 28, 52, 101.118,138,153,180",mg/l,2016,7
PCSDs :- {chlorphenylid},mg/l,2000,67
PCSDs :- {chlorphenylid},mg/l,2001,54
PCSDs :- {chlorphenylid},mg/l,2002,60
PCSDs :- {chlorphenylid},mg/l,2003,95
PCSDs :- {chlorphenylid},mg/l,2004,107
PCSDs :- {chlorphenylid},mg/l,2005,180
PCSDs :- {chlorphenylid},mg/l,2006,93
PCSDs :- {chlorphenylid},mg/l,2007,81
PCSDs :- {chlorphenylid},mg/l,2008,125
PCSDs :- {chlorphenylid},mg/l,2009,77
PCSDs :- {chlorphenylid},mg/l,2010,40
PCSDs :- {chlorphenylid},mg/l,2011,36
PCSDs :- {chlorphenylid},mg/l,2012,34
PCSDs :- {chlorphenylid},mg/l,2013,27
Parathion-ethyl :- {Parathion},mg/l,2000,297
Parathion-ethyl :- {Parathion},mg/l,2001,486
Parathion-ethyl :- {Parathion},mg/l,2002,602
Parathion-ethyl :- {Parathion},mg/l,2003,677
Parathion-ethyl :- {Parathion},mg/l,2004,615
Parathion-ethyl :- {Parathion},mg/l,2005,587
Parathion-ethyl :- {Parathion},mg/l,2006,480
Parathion-ethyl :- {Parathion},mg/l,2007,447
Parathion-ethyl :- {Parathion},mg/l,2008,401
Parathion-ethyl :- {Parathion},mg/l,2009,380
Parathion-ethyl :- {Parathion},mg/l,2010,331
Parathion-ethyl :- {Parathion},mg/l,2011,329
Parathion-ethyl :- {Parathion},mg/l,2012,312
Parathion-ethyl :- {Parathion},mg/l,2013,334
Parathion-ethyl :- {Parathion},mg/l,2014,370
Parathion-ethyl :- {Parathion},mg/l,2015,286
Parathion-ethyl :- {Parathion},mg/l,2016,19
Parathion-methyl,mg/l,2000,289
Parathion-methyl,mg/l,2001,455
Parathion-methyl,mg/l,2002,585
Parathion-methyl,mg/l,2003,636
Parathion-methyl,mg/l,2004,586
Parathion-methyl,mg/l,2005,564
Parathion-methyl,mg/l,2006,452
Parathion-methyl,mg/l,2007,440
Parathion-methyl,mg/l,2008,388
Parathion-methyl,mg/l,2009,372
Parathion-methyl,mg/l,2010,329
Parathion-methyl,mg/l,2011,329
Parathion-methyl,mg/l,2012,312
Parathion-methyl,mg/l,2013,334
Parathion-methyl,mg/l,2014,369
Parathion-methyl,mg/l,2015,286
Parathion-methyl,mg/l,2016,19
Pentachlorophenol,mg/l,2000,779
Pentachlorophenol,mg/l,2001,1268
Pentachlorophenol,mg/l,2002,1572
Pentachlorophenol,mg/l,2003,1551
Pentachlorophenol,mg/l,2004,1608
Pentachlorophenol,mg/l,2005,1572
Pentachlorophenol,mg/l,2006,1119
Pentachlorophenol,mg/l,2007,940
Pentachlorophenol,mg/l,2008,961
Pentachlorophenol,mg/l,2009,613
Pentachlorophenol,mg/l,2010,503
Pentachlorophenol,mg/l,2011,522
Pentachlorophenol,mg/l,2012,486
Pentachlorophenol,mg/l,2013,502
Pentachlorophenol,mg/l,2014,521
Pentachlorophenol,mg/l,2015,413
Pentachlorophenol,mg/l,2016,81
Pentachlorophenol,mg/l,2017,25
Pentachlorophenol,mg/l,2018,23
Pentachlorophenol,mg/l,2019,24
Pentachlorophenol,mg/l,2020,24
Pentachlorophenol,mg/l,2021,24
Pentachlorophenol,mg/l,2022,24
Pentachlorophenol,mg/l,2023,24
Pentachlorophenol,mg/l,2024,23
Pentachlorophenol,mg/l,2025,17
Perfluorodecanoic acid,mg/l,2005,2
Perfluorodecanoic acid,mg/l,2006,45
Perfluorodecanoic acid,mg/l,2007,107
Perfluorodecanoic acid,mg/l,2008,99
Perfluorodecanoic acid,mg/l,2009,16
Perfluorododecanoic acid,mg/l,2005,2
Perfluorododecanoic acid,mg/l,2006,45
Perfluorododecanoic acid,mg/l,2007,107
Perfluorododecanoic acid,mg/l,2008,99
Perfluorododecanoic acid,mg/l,2009,16
Perfluoroheptanoic acid,mg/l,2005,2
Perfluoroheptanoic acid,mg/l,2006,45
Perfluoroheptanoic acid,mg/l,2007,107
Perfluoroheptanoic acid,mg/l,2008,99
Perfluoroheptanoic acid,mg/l,2009,16
Perfluorohexanoic acid,mg/l,2005,2
Perfluorohexanoic acid,mg/l,2006,45
Perfluorohexanoic acid,mg/l,2007,105
Perfluorohexanoic acid,mg/l,2008,99
Perfluorohexanoic acid,mg/l,2009,16
Perfluorononanoic acid,mg/l,2005,2
Perfluorononanoic acid,mg/l,2006,45
Perfluorononanoic acid,mg/l,2007,107
Perfluorononanoic acid,mg/l,2008,99
Perfluorononanoic acid,mg/l,2009,16
Perfluorooctanoic acid,mg/l,2005,2
Perfluorooctanoic acid,mg/l,2006,44
Perfluorooctanoic acid,mg/l,2007,107
Perfluorooctanoic acid,mg/l,2008,99
Perfluorooctanoic acid,mg/l,2009,16
Perfluorooctylsulphonate anion,mg/l,2005,2
Perfluorooctylsulphonate anion,mg/l,2006,45
Perfluorooctylsulphonate anion,mg/l,2007,107
Perfluorooctylsulphonate anion,mg/l,2008,99
Perfluorooctylsulphonate anion,mg/l,2009,16
Perfluoropentanoic acid,mg/l,2005,2
Perfluoropentanoic acid,mg/l,2006,45
Perfluoropentanoic acid,mg/l,2007,105
Perfluoropentanoic acid,mg/l,2008,99
Perfluoropentanoic acid,mg/l,2009,16
Perfluorotetradecanoic acid,mg/l,2005,2
Perfluorotetradecanoic acid,mg/l,2006,42
Perfluorotetradecanoic acid,mg/l,2007,107
Perfluorotetradecanoic acid,mg/l,2008,99
Perfluorotetradecanoic acid,mg/l,2009,16
Perfluoroundecanoic acid,mg/l,2005,2
Perfluoroundecanoic acid,mg/l,2006,45
Perfluoroundecanoic acid,mg/l,2007,107
Perfluoroundecanoic acid,mg/l,2008,99
Perfluoroundecanoic acid,mg/l,2009,16
Permethrin (cis- and trans-),mg/l,2000,187
Permethrin (cis- and trans-),mg/l,2001,167
Permethrin (cis- and trans-),mg/l,2002,368
Permethrin (cis- and trans-),mg/l,2003,401
Permethrin (cis- and trans-),mg/l,2004,403
Permethrin (cis- and trans-),mg/l,2005,329
Permethrin (cis- and trans-),mg/l,2006,157
Permethrin (cis- and trans-),mg/l,2007,163
Permethrin (cis- and trans-),mg/l,2008,125
Permethrin (cis- and trans-),mg/l,2009,43
Permethrin (cis- and trans-),mg/l,2010,37
Permethrin (cis- and trans-),mg/l,2011,45
Permethrin (cis- and trans-),mg/l,2012,46
Permethrin (cis- and trans-),mg/l,2013,43
Permethrin (cis- and trans-),mg/l,2014,47
Permethrin (cis- and trans-),mg/l,2015,49
Permethrin (cis- and trans-),mg/l,2016,47
Permethrin (cis- and trans-),mg/l,2017,49
Permethrin (cis- and trans-),mg/l,2018,44
Permethrin (cis- and trans-),mg/l,2019,50
Permethrin (cis- and trans-),mg/l,2020,60
Permethrin (cis- and trans-),mg/l,2021,51
Permethrin (cis- and trans-),mg/l,2022,54
Permethrin (cis- and trans-),mg/l,2023,51
Permethrin (cis- and trans-),mg/l,2024,46
Permethrin (cis- and trans-),mg/l,2025,28
Phage : F+ Coliphage,pfu/ml,2002,22
Phage : F+ Coliphage,pfu/ml,2003,486
Phage : F+ Coliphage,pfu/ml,2004,657
Phage : F+ Coliphage,pfu/ml,2005,674
Phage : F+ Coliphage,pfu/ml,2006,462
Phage : F+ Coliphage,pfu/ml,2009,8
Phage : F+ Coliphage,pfu/ml,2022,12
Phage : F+ Coliphage,pfu/ml,2023,29
Phage : F+ Coliphage,pfu/ml,2024,25
Phage : F+ Coliphage,pfu/ml,2025,21
Phenanthrene,mg/l,2000,31
Phenanthrene,mg/l,2001,20
Phenanthrene,mg/l,2002,34
Phenanthrene,mg/l,2003,30
Phenanthrene,mg/l,2004,29
Phenanthrene,mg/l,2005,32
Phenanthrene,mg/l,2006,28
Phenanthrene,mg/l,2007,1
Phenanthrene,mg/l,2009,5
Phenanthrene,mg/l,2013,6
Phenanthrene,mg/l,2014,30
Phenol,mg/l,2000,423
Phenol,mg/l,2001,407
Phenol,mg/l,2002,538
Phenol,mg/l,2003,562
Phenol,mg/l,2004,626
Phenol,mg/l,2005,654
Phenol,mg/l,2006,459
Phenol,mg/l,2007,382
Phenol,mg/l,2008,303
Phenol,mg/l,2009,75
Phenol,mg/l,2010,20
Phenol,mg/l,2011,20
Phenol,mg/l,2012,27
Phenol,mg/l,2013,34
Phenol,mg/l,2014,55
Phenol,mg/l,2015,25
Phenol,mg/l,2016,24
Phenol,mg/l,2017,13
Phenol,mg/l,2018,12
Phenols : Monohydric,mg/l,2006,54
Phenols : Monohydric,mg/l,2007,96
Phenols : Monohydric,mg/l,2008,70
Phenols : Monohydric,mg/l,2009,16
Phenols : Monohydric,mg/l,2010,26
Phenols : Monohydric,mg/l,2011,24
Phenols : Monohydric,mg/l,2012,24
Phenols : Monohydric,mg/l,2013,24
Phenols : Monohydric,mg/l,2014,24
Phenols : Monohydric,mg/l,2015,24
Phenols : Monohydric,mg/l,2016,28
Phenols : Monohydric,mg/l,2017,36
Phenols : Monohydric,mg/l,2018,36
Phenols : Monohydric,mg/l,2019,36
Phenols : Monohydric,mg/l,2020,36
Phenols : Monohydric,mg/l,2021,36
Phenols : Monohydric,mg/l,2022,36
Phenols : Monohydric,mg/l,2023,36
Phenols : Monohydric,mg/l,2024,36
Phenols : Monohydric,mg/l,2025,16
Phenols : Monohydric as Phenol,mg/l,2000,109
Phenols : Monohydric as Phenol,mg/l,2001,71
Phenols : Monohydric as Phenol,mg/l,2002,65
Phenols : Monohydric as Phenol,mg/l,2003,43
Phenols : Monohydric as Phenol,mg/l,2004,45
Phenols : Monohydric as Phenol,mg/l,2005,38
Phenols : Monohydric as Phenol,mg/l,2006,24
Phenols : Monohydric as Phenol,mg/l,2007,23
Phenols : Monohydric as Phenol,mg/l,2008,32
Phenols : Monohydric as Phenol,mg/l,2009,38
Phenols : Monohydric as Phenol,mg/l,2010,13
Phenols : Monohydric as Phenol,mg/l,2011,6
Phenols : Monohydric as Phenol,mg/l,2012,6
Phenols : Monohydric as Phenol,mg/l,2013,6
Phenols : Monohydric as Phenol,mg/l,2014,10
Phenols : Monohydric as Phenol,mg/l,2015,7
Phenols : Monohydric as Phenol,mg/l,2016,8
Phenols : Monohydric as Phenol,mg/l,2017,5
Phenols : Monohydric as Phenol,mg/l,2018,12
Phenols : Monohydric as Phenol,mg/l,2019,3
Phenols : Monohydric as Phenol,mg/l,2020,1
Phenols : Monohydric as Phenol,mg/l,2021,4
Phenols : Monohydric as Phenol,mg/l,2022,12
Phenols : Monohydric as Phenol,mg/l,2024,8
Phenols : Monohydric as Phenol,mg/l,2025,1
Phenols : Total (7 Compounds) : Group 3,mg/l,2000,31
Phenols : Total (7 Compounds) : Group 3,mg/l,2001,32
Phenols : Total (7 Compounds) : Group 3,mg/l,2002,25
Phenols : Total (7 Compounds) : Group 3,mg/l,2003,13
Phenols : Total (7 Compounds) : Group 3,mg/l,2004,12
Phenols : Total (7 Compounds) : Group 3,mg/l,2005,10
Phenols : Total (7 Compounds) : Group 3,mg/l,2008,4
Phenols : Total (7 Compounds) : Group 3,mg/l,2009,2
Phenoxyacetic acid :- {PAA},mg/l,2000,48
Phenoxyacetic acid :- {PAA},mg/l,2001,45
Phenoxyacetic acid :- {PAA},mg/l,2002,89
Phenoxyacetic acid :- {PAA},mg/l,2003,97
Phenoxyacetic acid :- {PAA},mg/l,2004,91
Phenoxyacetic acid :- {PAA},mg/l,2005,89
Phenoxyacetic acid :- {PAA},mg/l,2006,32
Phenoxyacetic acid :- {PAA},mg/l,2007,67
Phenoxyacetic acid :- {PAA},mg/l,2008,64
Phenoxyacetic acid :- {PAA},mg/l,2009,18
Phenoxyacetic acid :- {PAA},mg/l,2013,6
Phenoxyacetic acid :- {PAA},mg/l,2014,30
Phorate,mg/l,2000,94
Phorate,mg/l,2001,91
Phorate,mg/l,2002,96
Phorate,mg/l,2003,101
Phorate,mg/l,2004,98
Phorate,mg/l,2005,93
Phorate,mg/l,2006,70
Phorate,mg/l,2007,30
Phorate,mg/l,2008,16
Phorate,mg/l,2009,14
Phorate,mg/l,2012,2
Phorate,mg/l,2013,6
Phorate,mg/l,2014,18
Phosphate :- {TIP},mg/l,2000,411
Phosphate :- {TIP},mg/l,2001,620
Phosphate :- {TIP},mg/l,2002,1048
Phosphate :- {TIP},mg/l,2003,972
Phosphate :- {TIP},mg/l,2004,867
Phosphate :- {TIP},mg/l,2005,819
Phosphate :- {TIP},mg/l,2006,1402
Phosphate :- {TIP},mg/l,2007,1414
Phosphate :- {TIP},mg/l,2008,446
Phosphate :- {TIP},mg/l,2009,306
Phosphate :- {TIP},mg/l,2010,85
Phosphate :- {TIP},mg/l,2011,124
Phosphate :- {TIP},mg/l,2012,172
Phosphate :- {TIP},mg/l,2013,152
Phosphate :- {TIP},mg/l,2014,84
Phosphate :- {TIP},mg/l,2015,16
Phosphate :- {TIP},mg/l,2016,13
Phosphate :- {TIP},mg/l,2017,12
Phosphate :- {TIP},mg/l,2018,10
Phosphate :- {TIP},mg/l,2019,6
Phosphate :- {TIP},mg/l,2020,1
Phosphate :- {TIP},mg/l,2021,2
Phosphate :- {TIP},mg/l,2022,1
Phosphate :- {TIP},mg/l,2023,2
Phosphate :- {TIP},mg/l,2024,1
Phosphate :- {TIP},mg/l,2025,4
Phosphorus : Load as P,kg/d,2011,5
Phosphorus : Load as P,kg/d,2012,12
Phosphorus : Load as P,kg/d,2013,12
Phosphorus : Load as P,kg/d,2014,12
Phosphorus : Load as P,kg/d,2015,12
Phosphorus : Load as P,kg/d,2016,12
Phosphorus : Load as P,kg/d,2017,12
Phosphorus : Load as P,kg/d,2018,12
Phosphorus : Load as P,kg/d,2019,12
Phosphorus : Load as P,kg/d,2020,13
Phosphorus : Load as P,kg/d,2021,12
Phosphorus : Load as P,kg/d,2022,12
Phosphorus : Load as P,kg/d,2023,11
"Phosphorus, Total as P",mg/l,2000,1223
"Phosphorus, Total as P",mg/l,2001,1573
"Phosphorus, Total as P",mg/l,2002,2231
"Phosphorus, Total as P",mg/l,2003,2845
"Phosphorus, Total as P",mg/l,2004,2873
"Phosphorus, Total as P",mg/l,2005,3353
"Phosphorus, Total as P",mg/l,2006,3485
"Phosphorus, Total as P",mg/l,2007,3642
"Phosphorus, Total as P",mg/l,2008,5288
"Phosphorus, Total as P",mg/l,2009,6282
"Phosphorus, Total as P",mg/l,2010,6417
"Phosphorus, Total as P",mg/l,2011,6731
"Phosphorus, Total as P",mg/l,2012,6935
"Phosphorus, Total as P",mg/l,2013,7643
"Phosphorus, Total as P",mg/l,2014,8043
"Phosphorus, Total as P",mg/l,2015,8419
"Phosphorus, Total as P",mg/l,2016,8353
"Phosphorus, Total as P",mg/l,2017,8735
"Phosphorus, Total as P",mg/l,2018,9408
"Phosphorus, Total as P",mg/l,2019,10748
"Phosphorus, Total as P",mg/l,2020,12228
"Phosphorus, Total as P",mg/l,2021,13015
"Phosphorus, Total as P",mg/l,2022,13716
"Phosphorus, Total as P",mg/l,2023,13716
"Phosphorus, Total as P",mg/l,2024,13852
"Phosphorus, Total as P",mg/l,2025,14183
Pirimicarb,mg/l,2000,21
Pirimicarb,mg/l,2001,34
Pirimicarb,mg/l,2002,38
Pirimicarb,mg/l,2003,38
Pirimicarb,mg/l,2004,36
Pirimicarb,mg/l,2005,31
Pirimicarb,mg/l,2006,43
Pirimicarb,mg/l,2007,4
Pirimicarb,mg/l,2009,11
Pirimicarb,mg/l,2012,2
Pirimicarb,mg/l,2013,6
Pirimicarb,mg/l,2014,30
Pirimiphos-ethyl,mg/l,2001,9
Pirimiphos-ethyl,mg/l,2002,13
Pirimiphos-ethyl,mg/l,2003,12
Pirimiphos-ethyl,mg/l,2004,11
Pirimiphos-ethyl,mg/l,2005,12
Pirimiphos-ethyl,mg/l,2006,39
Pirimiphos-ethyl,mg/l,2007,4
Pirimiphos-ethyl,mg/l,2009,11
Pirimiphos-ethyl,mg/l,2012,2
Pirimiphos-ethyl,mg/l,2013,6
Pirimiphos-ethyl,mg/l,2014,30
Pirimiphos-methyl,mg/l,2001,8
Pirimiphos-methyl,mg/l,2002,13
Pirimiphos-methyl,mg/l,2003,11
Pirimiphos-methyl,mg/l,2004,12
Pirimiphos-methyl,mg/l,2005,12
Pirimiphos-methyl,mg/l,2006,39
Pirimiphos-methyl,mg/l,2007,4
Pirimiphos-methyl,mg/l,2009,11
Pirimiphos-methyl,mg/l,2012,2
Pirimiphos-methyl,mg/l,2013,6
Pirimiphos-methyl,mg/l,2014,30
Potassium,mg/l,2000,50
Potassium,mg/l,2001,54
Potassium,mg/l,2002,99
Potassium,mg/l,2003,120
Potassium,mg/l,2004,55
Potassium,mg/l,2005,53
Potassium,mg/l,2006,63
Potassium,mg/l,2007,59
Potassium,mg/l,2008,47
Potassium,mg/l,2009,12
Potassium,mg/l,2013,2
Potassium,mg/l,2016,3
Potassium,mg/l,2017,1
Potassium,mg/l,2021,1
Potassium,mg/l,2023,1
Potassium,mg/l,2025,2
"Potassium, Dissolved",mg/l,2001,5
"Potassium, Dissolved",mg/l,2002,7
"Potassium, Dissolved",mg/l,2003,3
"Potassium, Dissolved",mg/l,2004,2
"Potassium, Dissolved",mg/l,2007,20
"Potassium, Dissolved",mg/l,2008,2
"Potassium, Dissolved",mg/l,2010,50
"Potassium, Dissolved",mg/l,2011,21
"Potassium, Dissolved",mg/l,2012,1
"Potassium, Dissolved",mg/l,2013,1
"Potassium, Dissolved",mg/l,2016,4
"Potassium, Dissolved",mg/l,2017,1
"Potassium, Dissolved",mg/l,2021,1
"Potassium, Dissolved",mg/l,2025,1
Prochloraz,mg/l,2002,14
Prochloraz,mg/l,2003,10
Prochloraz,mg/l,2004,7
Prochloraz,mg/l,2005,14
Prochloraz,mg/l,2006,37
Prochloraz,mg/l,2007,13
Prochloraz,mg/l,2008,12
Prochloraz,mg/l,2009,14
Prochloraz,mg/l,2012,2
Prochloraz,mg/l,2013,6
Prochloraz,mg/l,2014,30
Prometryn,mg/l,2000,142
Prometryn,mg/l,2001,142
Prometryn,mg/l,2002,186
Prometryn,mg/l,2003,181
Prometryn,mg/l,2004,205
Prometryn,mg/l,2005,180
Prometryn,mg/l,2006,100
Prometryn,mg/l,2007,110
Prometryn,mg/l,2008,72
Prometryn,mg/l,2009,28
Prometryn,mg/l,2012,2
Prometryn,mg/l,2013,6
Prometryn,mg/l,2014,30
Propazine,mg/l,2000,193
Propazine,mg/l,2001,200
Propazine,mg/l,2002,255
Propazine,mg/l,2003,241
Propazine,mg/l,2004,253
Propazine,mg/l,2005,230
Propazine,mg/l,2006,169
Propazine,mg/l,2007,156
Propazine,mg/l,2008,121
Propazine,mg/l,2009,54
Propazine,mg/l,2012,2
Propazine,mg/l,2013,6
Propazine,mg/l,2014,30
Propetamphos,mg/l,2000,336
Propetamphos,mg/l,2001,366
Propetamphos,mg/l,2002,437
Propetamphos,mg/l,2003,440
Propetamphos,mg/l,2004,439
Propetamphos,mg/l,2005,391
Propetamphos,mg/l,2006,232
Propetamphos,mg/l,2007,180
Propetamphos,mg/l,2008,108
Propetamphos,mg/l,2009,55
Propetamphos,mg/l,2010,22
Propetamphos,mg/l,2011,21
Propetamphos,mg/l,2012,26
Propetamphos,mg/l,2013,30
Propetamphos,mg/l,2014,53
Propetamphos,mg/l,2015,24
Propetamphos,mg/l,2016,24
Propetamphos,mg/l,2017,28
Propetamphos,mg/l,2018,24
Propetamphos,mg/l,2019,23
Propetamphos,mg/l,2020,23
Propetamphos,mg/l,2021,24
Propetamphos,mg/l,2022,24
Propetamphos,mg/l,2023,24
Propetamphos,mg/l,2024,25
Propetamphos,mg/l,2025,16
Pyrene,mg/l,2000,31
Pyrene,mg/l,2001,20
Pyrene,mg/l,2002,35
Pyrene,mg/l,2003,27
Pyrene,mg/l,2004,30
Pyrene,mg/l,2005,30
Pyrene,mg/l,2006,29
Pyrene,mg/l,2007,1
Pyrene,mg/l,2009,5
Pyrene,mg/l,2013,6
Pyrene,mg/l,2014,30
Pyrene,mg/l,2019,1
Salinity : In Situ,ppt,2001,13
Salinity : In Situ,ppt,2002,13
Salinity : In Situ,ppt,2003,48
Salinity : In Situ,ppt,2004,47
Salinity : In Situ,ppt,2005,17
Salinity : In Situ,ppt,2006,36
Salinity : In Situ,ppt,2007,12
Salinity : In Situ,ppt,2008,5
Salinity : In Situ,ppt,2009,11
Salinity : In Situ,ppt,2010,11
Salinity : In Situ,ppt,2011,4
Salinity : In Situ,ppt,2012,11
Salinity : In Situ,ppt,2013,24
Salinity : In Situ,ppt,2014,25
Salinity : In Situ,ppt,2015,16
Salinity : In Situ,ppt,2016,10
Salinity : In Situ,ppt,2017,9
Salinity : In Situ,ppt,2018,50
Salinity : In Situ,ppt,2019,36
Salinity : In Situ,ppt,2020,7
Salinity : In Situ,ppt,2021,14
Salinity : In Situ,ppt,2022,9
Salinity : In Situ,ppt,2023,11
Salinity : In Situ,ppt,2024,37
Salinity : In Situ,ppt,2025,59
"Salinity, by Bench Salinometer",unitless,2000,2
"Salinity, by Bench Salinometer",unitless,2001,1
"Salinity, by Bench Salinometer",unitless,2002,13
"Salinity, by Bench Salinometer",unitless,2003,2
"Salinity, by Bench Salinometer",unitless,2004,2
"Salinity, by Bench Salinometer",unitless,2005,128
"Salinity, by Bench Salinometer",unitless,2006,9
"Salinity, by Conductivity",ppt,2001,66
"Salinity, by Conductivity",ppt,2002,63
"Salinity, by Conductivity",ppt,2003,67
"Salinity, by Conductivity",ppt,2004,3
Salmonella : Confirmed : MPN,no/l,2002,16
Salmonella : Confirmed : MPN,no/l,2003,384
Salmonella : Confirmed : MPN,no/l,2004,602
Salmonella : Confirmed : MPN,no/l,2005,632
Salmonella : Confirmed : MPN,no/l,2006,477
Salmonella : Presumptive,no/l,2002,16
Salmonella : Presumptive,no/l,2003,193
Salmonella : Presumptive,no/l,2004,602
Salmonella : Presumptive,no/l,2005,632
Salmonella : Presumptive,no/l,2006,477
Selenium,mg/l,2000,33
Selenium,mg/l,2001,90
Selenium,mg/l,2002,48
Selenium,mg/l,2003,74
Selenium,mg/l,2004,85
Selenium,mg/l,2005,73
Selenium,mg/l,2006,38
Selenium,mg/l,2007,12
Selenium,mg/l,2008,7
Selenium,mg/l,2010,12
Selenium,mg/l,2013,1
"Silica, reactive as SiO2",mg/l,2000,31
"Silica, reactive as SiO2",mg/l,2001,54
"Silica, reactive as SiO2",mg/l,2002,95
"Silica, reactive as SiO2",mg/l,2003,94
"Silica, reactive as SiO2",mg/l,2004,59
"Silica, reactive as SiO2",mg/l,2005,52
"Silica, reactive as SiO2",mg/l,2006,121
"Silica, reactive as SiO2",mg/l,2007,55
"Silica, reactive as SiO2",mg/l,2008,150
"Silica, reactive as SiO2",mg/l,2009,14
"Silica, reactive as SiO2",mg/l,2011,1
"Silica, reactive as SiO2",mg/l,2013,4
"Silica, reactive as SiO2",mg/l,2016,4
"Silica, reactive as SiO2",mg/l,2017,1
"Silica, reactive as SiO2",mg/l,2019,9
"Silica, reactive as SiO2",mg/l,2020,9
"Silica, reactive as SiO2",mg/l,2021,25
"Silica, reactive as SiO2",mg/l,2022,35
"Silica, reactive as SiO2",mg/l,2023,23
"Silica, reactive as SiO2",mg/l,2024,32
"Silica, reactive as SiO2",mg/l,2025,30
Silver,mg/l,2000,323
Silver,mg/l,2001,440
Silver,mg/l,2002,526
Silver,mg/l,2003,575
Silver,mg/l,2004,668
Silver,mg/l,2005,729
Silver,mg/l,2006,581
Silver,mg/l,2007,515
Silver,mg/l,2008,428
Silver,mg/l,2009,275
Silver,mg/l,2010,162
Silver,mg/l,2011,114
Silver,mg/l,2012,77
Silver,mg/l,2013,84
Silver,mg/l,2014,88
Silver,mg/l,2015,74
Silver,mg/l,2016,63
Silver,mg/l,2017,73
Silver,mg/l,2018,64
Silver,mg/l,2019,60
Silver,mg/l,2020,26
Silver,mg/l,2021,41
Silver,mg/l,2022,31
